,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Id,Venue Latitude,Venue Longitude,Venue Category
0,Parkwoods,43.7532586,-79.3296565,Brookbanks Park,4e8d9dcdd5fbbbb6b3003c7b,43.751976046055574,-79.33214044722958,Park
1,Parkwoods,43.7532586,-79.3296565,Variety Store,4cb11e2075ebb60cd1c4caad,43.75197441585782,-79.33311418516017,Food & Drink Shop
2,Victoria Village,43.725882299999995,-79.31557159999998,Victoria Village Arena,4c633acb86b6be9a61268e34,43.72348055545508,-79.31563520925143,Hockey Arena
3,Victoria Village,43.725882299999995,-79.31557159999998,Portugril,4f3ecce6e4b0587016b6f30d,43.72581876267242,-79.31278541470671,Portuguese Restaurant
4,Victoria Village,43.725882299999995,-79.31557159999998,Tim Hortons,4bbe904a85fbb713420d7167,43.725516631714754,-79.31310251366091,Coffee Shop
5,Victoria Village,43.725882299999995,-79.31557159999998,The Frig,4d689350b6f46dcb77ee15b2,43.72705130603407,-79.31741760908679,French Restaurant
6,Victoria Village,43.725882299999995,-79.31557159999998,Eglinton Ave E & Sloane Ave/Bermondsey Rd,51e594d5498e07837484f577,43.726086,-79.31362,Intersection
7,Victoria Village,43.725882299999995,-79.31557159999998,Pizza Nova,4b8fe578f964a520106833e3,43.725823726352196,-79.31286041792907,Pizza Place
8,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,53b8466a498e83df908c3f21,43.65355870959944,-79.36180945913513,Coffee Shop
9,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,54ea41ad498e9a11e9e13308,43.653446723052674,-79.3620167174383,Bakery
10,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cooper Koo Family YMCA,574c229e498ebb5c6b257902,43.65324910177244,-79.35800826343677,Distribution Center
11,"Regent Park, Harbourfront",43.6542599,-79.3606359,Body Blitz Spa East,50760559e4b0e8c7babe2497,43.65473505045365,-79.35987433132891,Spa
12,"Regent Park, Harbourfront",43.6542599,-79.3606359,Impact Kitchen,5612b1cc498e3dd742af0dc8,43.65636850543279,-79.35697968750694,Restaurant
13,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,51ccc048498ec7792efc955e,43.655617799749734,-79.3562113397429,Park
14,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dominion Pub and Kitchen,566e1294498e3f6629006bc3,43.65691857501867,-79.35896684476664,Pub
15,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Extension Room,4e8b7fa1cc2112f67517660a,43.65331304337331,-79.35972538072777,Gym / Fitness Center
16,"Regent Park, Harbourfront",43.6542599,-79.3606359,Morning Glory Cafe,4ae5b91ff964a520a6a121e3,43.653946942635294,-79.36114884214422,Breakfast Spot
17,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,4ad4c05ef964a520bff620e3,43.65024435658077,-79.35932278633118,Historic Site
18,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,4c3e1eaa6faac9b66dc60d76,43.650074989330655,-79.36183171318665,Farmers Market
19,"Regent Park, Harbourfront",43.6542599,-79.3606359,Brick Street Bakery,4b156a02f964a5207fac23e3,43.650574039683974,-79.35953942981405,Bakery
20,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,4b0978e1f964a520cd1723e3,43.65062222570758,-79.35812684032683,Chocolate Shop
21,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sumach Espresso,5619551a498e9e35fce2256b,43.65813540553308,-79.35951549011845,Coffee Shop
22,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,57cd9d20498e6ab8342980e2,43.64996280366945,-79.36144178325522,Coffee Shop
23,"Regent Park, Harbourfront",43.6542599,-79.3606359,Figs Breakfast & Lunch,4af59046f964a520e0f921e3,43.65567455427388,-79.3645032892494,Breakfast Spot
24,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,51853a73498e4d97a8b20831,43.65189965670432,-79.36560912104514,Coffee Shop
25,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cacao 70,5653a96f498e99c91027730b,43.650066694561666,-79.36072263183006,Dessert Shop
26,"Regent Park, Harbourfront",43.6542599,-79.3606359,Young Centre for the Performing Arts,4bb68165f562ef3b88483097,43.65082466432163,-79.35759324240415,Performing Arts Venue
27,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,58c7fbf7424f9373e6427e99,43.651613,-79.364917,Coffee Shop
28,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,4ddfbaca185035f3a44e8df6,43.65576361726024,-79.3548059463501,Park
29,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cluny Bistro & Boulangerie,53a22c92498ec91fda7ce133,43.650565116074695,-79.35784287026658,French Restaurant
30,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,581258b738fa5bbefe4c0857,43.653080578844275,-79.3570778621122,Coffee Shop
31,"Regent Park, Harbourfront",43.6542599,-79.3606359,ODIN Cafe + Bar,54d37e23498e5e29bcb35362,43.656738544928054,-79.35650305267754,Café
32,"Regent Park, Harbourfront",43.6542599,-79.3606359,El Catrin,51ddecee498e1ffd34185d2f,43.650600737116996,-79.35892024942333,Mexican Restaurant
33,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Yoga Lounge,4b58dd55f964a5208f6f28e3,43.65551522261721,-79.36495542526245,Yoga Studio
34,"Regent Park, Harbourfront",43.6542599,-79.3606359,Parliament Square Park,4c16a548955976b0cadea4f6,43.65026388338689,-79.36219509081177,Park
35,"Regent Park, Harbourfront",43.6542599,-79.3606359,Caffe Furbo,4d84d98181fdb1f7d4a704c0,43.649969882303814,-79.35884946388191,Café
36,"Regent Park, Harbourfront",43.6542599,-79.3606359,Alumnae Theatre,4b8c46f3f964a5200cc832e3,43.65275554626444,-79.36475283805089,Theater
37,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soulpepper Theatre,4bb52a8bf562ef3b7d992e97,43.65078003430492,-79.35761534068922,Theater
38,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mill St. Brew Pub,4af9fc95f964a520ca1522e3,43.65035331843578,-79.35848936650571,Pub
39,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berkeley Church,4ade8ea8f964a5205a7621e3,43.65512324174501,-79.36587330410705,Event Space
40,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Aviary,5b7ccd5e1f8ed6002c9bd7d0,43.65363394725125,-79.35466212072043,Pub
41,"Regent Park, Harbourfront",43.6542599,-79.3606359,John Fluevog Shoes,51828372e4b0ea1bac906b00,43.64989585773889,-79.3594359503061,Shoe Store
42,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Sweet Escape Patisserie,4ad4c05df964a5204ef620e3,43.65063217302609,-79.35870913127346,Bakery
43,"Regent Park, Harbourfront",43.6542599,-79.3606359,Greg's Ice Cream,4f776828e4b040208c312fc5,43.65010164153305,-79.3604404498866,Ice Cream Shop
44,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arta Gallery,4af21e78f964a520fae521e3,43.650022181882065,-79.36122168476822,Art Gallery
45,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Abnormal Beauty Company,59d00b871ffe9715e465071c,43.649892147380996,-79.3610051085219,Cosmetics Shop
46,"Regent Park, Harbourfront",43.6542599,-79.3606359,Vistek,4ad8d551f964a5201f1521e3,43.65704640025721,-79.35966695607046,Electronics Store
47,"Regent Park, Harbourfront",43.6542599,-79.3606359,TD Canada Trust,4d126fd3d1848cfad5cfbb71,43.652779762702764,-79.3563362625656,Bank
48,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Beer Store,4b8acdfdf964a520378232e3,43.657773,-79.3574632,Beer Store
49,"Regent Park, Harbourfront",43.6542599,-79.3606359,Savoury Grounds,4b2cf78cf964a52077cb24e3,43.656820970004496,-79.3589698353747,Coffee Shop
50,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Healthy Road,5292543a498ec4d4c99c0c64,43.656264585886454,-79.35711882680904,Health Food Store
51,"Regent Park, Harbourfront",43.6542599,-79.3606359,Wine Rack,5834fe851470b05200a49735,43.656573,-79.356928,Wine Shop
52,"Regent Park, Harbourfront",43.6542599,-79.3606359,GW General,579cc5f2498e0fe8397deebb,43.650495,-79.357538,Antique Shop
53,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Roots,4b16e8b6f964a52051bf23e3,43.71821373389962,-79.46389305304558,Boutique
54,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Kitchen Stuff Plus (Clearance Outlet),4b12e300f964a520299023e3,43.71909636823933,-79.46267482419971,Furniture / Home Store
55,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Lac Vien Vietnamese Restaurant,4ccc5aebee23a14370591ea8,43.72125878799614,-79.46847226859448,Vietnamese Restaurant
56,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Orfus Road Shopping Outlets,4bf5b47594b2a593c623acee,43.719045296434736,-79.46084915034818,Clothing Store
57,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Tim Hortons,4fa4ae40e4b02443361f27c4,43.7194274,-79.4679949,Coffee Shop
58,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Ardene Shoes Outlet,4e418f4f1f6e4d7545b7c976,43.718892366644944,-79.46134358371631,Accessories Store
59,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,International Clothiers,4baf6adff964a52035fe3be3,43.717997,-79.46672,Clothing Store
60,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Urban Behavior,4c3b9356def90f47a72cfe2d,43.71889855313541,-79.46469467303574,Clothing Store
61,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Rinx Real Entertainment Centre,4ae8b081f964a5207cb121e3,43.71784220022086,-79.46223069665501,Event Space
62,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Fairweather,4dfa9b5452b145696e344b7c,43.71787829,-79.46724603,Women's Store
63,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Gyros Gymnastics,509ed555e4b00baa8ce178a3,43.71677614916025,-79.46167716204125,Athletics & Sports
64,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Party City,4bae442ff964a520b69a3be3,43.71941805471303,-79.459316806156,Miscellaneous Shop
65,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Universal Lighting,4dc99b29d1648f843bfd6758,43.7216845,-79.4663096,Furniture / Home Store
66,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Barrymore,4ed16f1e8b81b47397cec609,43.715889754621216,-79.46818846540778,Furniture / Home Store
67,"Lawrence Manor, Lawrence Heights",43.718517999999996,-79.46476329999999,Canadian Appliance,4e4bfb82a8097d9c84c2c083,43.72211025429708,-79.46726560592651,Furniture / Home Store
68,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Queen's Park,4b9d206bf964a520e69136e3,43.66394609897775,-79.39217952520835,Park
69,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Neo Coffee Bar,5db70a0c306d6b000861ac9f,43.66014,-79.38587,Coffee Shop
70,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Central YMCA,4ad8d773f964a5203e1521e3,43.663083310067655,-79.38502493214878,Distribution Center
71,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,4e868e1bd5fb2ee2eede857c,43.662407,-79.385943,Coffee Shop
72,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,T-Swirl Crepe,594ff53c2be42528bcc1bdb7,43.663452,-79.384125,Creperie
73,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bar Volo,5d9399e49b61d90008bac7b0,43.66546184849369,-79.38569158315659,Beer Bar
74,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Curry's Art Store Ltd.,4b6b189cf964a52089f22be3,43.66283810530193,-79.38373201352064,Arts & Crafts Store
75,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Yoga Sanctuary,4aeb5989f964a5203ec121e3,43.661499497597596,-79.38363613350754,Yoga Studio
76,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,576d30ed498ef2e95e26e6d0,43.65945605353152,-79.39041123272168,Coffee Shop
77,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tokyo Sushi,4afca145f964a5208e2422e3,43.665885330936845,-79.38697684868161,Sushi Restaurant
78,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Burrito Bandidos,4d927b8352ed224b27d008ac,43.662962178169344,-79.38395554190546,Burrito Place
79,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Como En Casa,4fb593c0e4b05a76e2ab2951,43.66516,-79.384796,Mexican Restaurant
80,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tokyo Grill,4ad4c061f964a520abf720e3,43.665085238149395,-79.38470692554789,Japanese Restaurant
81,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,401 Games,4b3d1e49f964a5205c8e25e3,43.663623277853254,-79.3840374323983,Hobby Shop
82,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Coach House Restaurant,4b2d27b4f964a520a6cf24e3,43.66499059853204,-79.38481415727767,Diner
83,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hart House Theatre,4ce47a4bc850721e2b8bc38a,43.66357134217992,-79.3946163990837,Theater
84,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Flock Rotisserie + Greens,59ea2931f96b2c78d41cc639,43.659167,-79.389475,Fried Chicken Joint
85,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Fran's,4ae1296df964a5208c8521e3,43.661255320138636,-79.38389304122866,Diner
86,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,4aeb5014f964a520c7c021e3,43.658204,-79.388998,Coffee Shop
87,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Booster Juice,4b9a73ecf964a5209db635e3,43.65865699,-79.38868207,Smoothie Shop
88,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,RBC Royal Bank,4c87d69e13e3b1f71780d446,43.65933603842843,-79.38977326176165,Bank
89,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Subway,4e98751acc217f441ef3f429,43.65897011920262,-79.3908742539673,Sandwich Place
90,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,4bc0c71b74a9a5935fa6d0f6,43.6610382,-79.3937966,Coffee Shop
91,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Aroma Espresso Bar,5671be66498efccf89f7e21f,43.658927676749364,-79.38990298985978,Café
92,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Starbucks,4d385c97e6bdf04d924d63b4,43.660887,-79.39372,Coffee Shop
93,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Convocation Hall,4ad4c062f964a520f9f720e3,43.66082829233904,-79.39524545662506,College Auditorium
94,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hart House Gym,4bc64a7ad35d9c742083e23a,43.66417202442517,-79.39488839857401,Gym
95,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,4b7c2a57f964a5208c812fe3,43.6594149,-79.3912214,Coffee Shop
96,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,SUDS,4cc5e76091413704e955cc55,43.65988035580764,-79.39471219966201,Bar
97,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Tim Hortons,4c0f812d98102d7f8a44e506,43.6589062,-79.3886961,Coffee Shop
98,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Understudy Café at Gerstein,4de79e82887710a065bb44b0,43.662308053867875,-79.39409796741381,College Cafeteria
99,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hart House Music Room,4e5eb7b922718258c492b411,43.663758129167384,-79.39502654389076,Music Venue
100,"Malvern, Rouge",43.806686299999996,-79.19435340000001,Wendy’s,4bb6b9446edc76b0d771311c,43.80744841934756,-79.19905558052072,Fast Food Restaurant
101,Don Mills,43.745905799999996,-79.352188,Island Foods,4b0aed06f964a520202a23e3,43.745866073988985,-79.34603533317939,Caribbean Restaurant
102,Don Mills,43.745905799999996,-79.352188,Baretto Caffé,50c3ae15e4b08c3b596c6069,43.74445646349851,-79.34645978471785,Café
103,Don Mills,43.745905799999996,-79.352188,LA Fitness,4c18e819d4d9c9284e19f029,43.74766522888878,-79.34707696065234,Gym
104,Don Mills,43.745905799999996,-79.352188,Gonoe Sushi,4b639286f964a5203c842ae3,43.74573681959921,-79.34599119916211,Japanese Restaurant
105,Don Mills,43.745905799999996,-79.352188,Bond Park,4bf97f505ec320a18a598ad3,43.74537356928136,-79.35124509707558,Baseball Field
106,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Jawny Bakers,4b5a3842f964a52023b528e3,43.705782646822,-79.31291304477831,Gastropub
107,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,East York Gymnastics,4b7aa47ef964a520fa342fe3,43.710654,-79.309279,Gym / Fitness Center
108,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Shoppers Drug Mart,4dc172dab3dce8bc0cd4c6cc,43.705933,-79.312825,Pharmacy
109,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TD Canada Trust,4c784dcca86837042fe80c4d,43.705739883755946,-79.31227013468737,Bank
110,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Pizza Pizza,4c2136677e85c9286827ba21,43.70515901620182,-79.31312955571528,Pizza Place
111,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Rise & Dine Eatery,590e0fbfd8096e608dcc8fd4,43.705769,-79.311638,Breakfast Spot
112,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Nostalgia,50b63ac8e4b03158df08777b,43.706832771917064,-79.31178314223835,Café
113,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,East York Animal Clinic,4c615363832fa593c3bdf1d3,43.70592051370348,-79.3121958344716,Pet Store
114,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,4f9d43efe4b01da400bc29c5,43.70523283448301,-79.31327432821826,Intersection
115,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Venice Pizza,4bccc53fcc8cd13a9b8bc1cf,43.70592051370348,-79.31395663414658,Pizza Place
116,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,55895716498eaf69c53e1042,43.7099660731501,-79.31341111891099,Athletics & Sports
117,"Garden District, Ryerson",43.6571618,-79.37893709999999,UNIQLO ユニクロ,57eda381498ebe0e6ef40972,43.65591027779457,-79.38064099181345,Clothing Store
118,"Garden District, Ryerson",43.6571618,-79.37893709999999,Silver Snail Comics,4ad4c062f964a5200bf820e3,43.65703137958407,-79.38140310220501,Comic Shop
119,"Garden District, Ryerson",43.6571618,-79.37893709999999,Blaze Pizza,5615b6c4498e3c32c67ad78f,43.656518,-79.380015,Pizza Place
120,"Garden District, Ryerson",43.6571618,-79.37893709999999,Yonge-Dundas Square,4ad8cd16f964a520c91421e3,43.65605389742188,-79.38049504264389,Plaza
121,"Garden District, Ryerson",43.6571618,-79.37893709999999,Page One Cafe,56d4d1b3cd1035fe77e1492c,43.65777161112601,-79.3760725691681,Café
122,"Garden District, Ryerson",43.6571618,-79.37893709999999,Jazz Bistro,514cc159e4b0e4f73af4eced,43.65567828473835,-79.37927565514764,Music Venue
123,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ed Mirvish Theatre,4ad4c062f964a520c5f720e3,43.655101567321054,-79.37976762131545,Theater
124,"Garden District, Ryerson",43.6571618,-79.37893709999999,Burrito Boyz,55a9bbf9498e00ffd7f4c71f,43.656265264409015,-79.37834318376771,Burrito Place
125,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Black Canary Espresso Bar,506a2591e4b0961239b8c825,43.65702925121356,-79.38138512728051,Café
126,"Garden District, Ryerson",43.6571618,-79.37893709999999,Five Guys,5064c3dde4b07c5a18986283,43.657116518476315,-79.38085267976494,Burger Joint
127,"Garden District, Ryerson",43.6571618,-79.37893709999999,Samsung Experience Store (Eaton Centre),5a43c3ddacb00b66ac2ee7d8,43.65564777812532,-79.3810108074576,Electronics Store
128,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tokyo Smoke,5a55078bda5ede6ed9d73a62,43.65723,-79.38087,Coffee Shop
129,"Garden District, Ryerson",43.6571618,-79.37893709999999,Banh Mi Boys,51755dc7498ece19b7261641,43.659292,-79.381949,Sandwich Place
130,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Athletics Centre,4bc1db6e2a89ef3beec8f288,43.65843443942876,-79.37929610991361,College Rec Center
131,"Garden District, Ryerson",43.6571618,-79.37893709999999,306 Yonge Street - Jordan Store,56bdf21b498ee5ac0b6f6682,43.65649471160899,-79.38101531134684,Sporting Goods Shop
132,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Senator Restaurant,4ad7929cf964a520500c21e3,43.65564091455335,-79.37919882575557,Diner
133,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hokkaido Ramen Santouka らーめん山頭火,509e9ef6e4b0ab175389a6c5,43.65643520293576,-79.37758637997793,Ramen Restaurant
134,"Garden District, Ryerson",43.6571618,-79.37893709999999,Salad King,4ad4c061f964a52095f720e3,43.65760101432665,-79.38161963017174,Thai Restaurant
135,"Garden District, Ryerson",43.6571618,-79.37893709999999,CF Toronto Eaton Centre,4ad77a12f964a520260b21e3,43.654540112988535,-79.38067738352993,Shopping Mall
136,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nordstrom,57d1e1a2498e96cce6f32217,43.655041,-79.3809665,Clothing Store
137,"Garden District, Ryerson",43.6571618,-79.37893709999999,Oakham Café,4cd2e74d3e0c8cfa87971a12,43.658077944767534,-79.37831497990125,Café
138,"Garden District, Ryerson",43.6571618,-79.37893709999999,BMV Books,4afec2eef964a520373022e3,43.657047061091596,-79.38166061431659,Bookstore
139,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Queen and Beaver Public House,4ab2b0b9f964a520e56b20e3,43.65747228208784,-79.38352412327917,Gastropub
140,"Garden District, Ryerson",43.6571618,-79.37893709999999,Ryerson Image Centre,502ad662e4b0cc2719059805,43.65752337161094,-79.37945958709186,Art Gallery
141,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hailed Coffee,5a81ae339deb7d369fa7f146,43.65883296982352,-79.38368351986598,Coffee Shop
142,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,4ad4c062f964a520b5f720e3,43.653393796019586,-79.3785073962175,Theater
143,"Garden District, Ryerson",43.6571618,-79.37893709999999,Crepe Delicious,4e5d8181a8092f63968617ee,43.654536488277245,-79.38088885547485,Fast Food Restaurant
144,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinka Izakaya Original,4b2bd898f964a52042bc24e3,43.66059636632361,-79.37889120754515,Japanese Restaurant
145,"Garden District, Ryerson",43.6571618,-79.37893709999999,Solei Tanning Salon,4ba5208ff964a520f5e038e3,43.654734082347616,-79.38024826065258,Tanning Salon
146,"Garden District, Ryerson",43.6571618,-79.37893709999999,Danish Pastry House,5c2151463362730039c4ef0b,43.654574,-79.38074,Bakery
147,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Grand Hotel & Suites Toronto,4b7d9098f964a52014c72fe3,43.65644901207743,-79.3741100180102,Hotel
148,"Garden District, Ryerson",43.6571618,-79.37893709999999,Barberian's Steak House,4b32a8bdf964a5202d1125e3,43.65775512925926,-79.38217741375935,Steakhouse
149,"Garden District, Ryerson",43.6571618,-79.37893709999999,JOEY Eaton Centre,4df909dfe4cd2129701c0690,43.6560936540828,-79.38187792357716,New American Restaurant
150,"Garden District, Ryerson",43.6571618,-79.37893709999999,Second Cup,4b9e7418f964a52032e536e3,43.65602745564191,-79.38057491935326,Coffee Shop
151,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tim Hortons,4f6a25dbe4b0416ecc04f989,43.656755,-79.380512,Coffee Shop
152,"Garden District, Ryerson",43.6571618,-79.37893709999999,The Elm Tree Restaurant,539c6f13498e06f4cc765165,43.65739749535259,-79.38376054171513,Modern European Restaurant
153,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elmwood Spa,4ad4c064f964a5208ff820e3,43.6577592341367,-79.38258620521141,Spa
154,"Garden District, Ryerson",43.6571618,-79.37893709999999,Scaddabush Italian Kitchen & Bar,52f6816f11d24a43115dc834,43.658920292028725,-79.38289105381784,Italian Restaurant
155,"Garden District, Ryerson",43.6571618,-79.37893709999999,Indigo,4b2a6eb8f964a52012a924e3,43.65351471121164,-79.38069591056922,Bookstore
156,"Garden District, Ryerson",43.6571618,-79.37893709999999,DAVIDsTEA,55c294b0498e7ccb190b4bea,43.65521877547618,-79.38094518163427,Tea Room
157,"Garden District, Ryerson",43.6571618,-79.37893709999999,Chipotle Mexican Grill,4adc9148f964a520512d21e3,43.65686,-79.38091,Mexican Restaurant
158,"Garden District, Ryerson",43.6571618,-79.37893709999999,LUSH,4bd0b30d41b9ef3b8fa0fae5,43.653557,-79.3804,Cosmetics Shop
159,"Garden District, Ryerson",43.6571618,-79.37893709999999,Bourbon St. Grill,4e8363c6e5fa5681e8c00e54,43.6551351410162,-79.3808225262395,Fast Food Restaurant
160,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinton Ramen,560b1653498e1a2dfa4af722,43.660631695006714,-79.37887964897601,Ramen Restaurant
161,"Garden District, Ryerson",43.6571618,-79.37893709999999,Tangerine Café,4dc16c718877c00d6ad7f2a6,43.653936903308185,-79.37972202364307,Bank
162,"Garden District, Ryerson",43.6571618,-79.37893709999999,Balzac's Coffee,4fb13c20e4b011e6f93513c0,43.65785440672277,-79.37919981155157,Coffee Shop
163,"Garden District, Ryerson",43.6571618,-79.37893709999999,SEPHORA,4b749e98f964a5202ce82de3,43.6535272,-79.3801543,Cosmetics Shop
164,"Garden District, Ryerson",43.6571618,-79.37893709999999,MUJI,5479da4f498e8569fb44985c,43.656024,-79.383284,Miscellaneous Shop
165,"Garden District, Ryerson",43.6571618,-79.37893709999999,Trattoria Mercatto,4d306dd82748b60c62b6dba0,43.65445314470199,-79.3809741075674,Italian Restaurant
166,"Garden District, Ryerson",43.6571618,-79.37893709999999,Red Lobster,4ae3398ff964a520ed9121e3,43.656328,-79.383621,Seafood Restaurant
167,"Garden District, Ryerson",43.6571618,-79.37893709999999,Roots,4b40f62ef964a52050be25e3,43.65361341708363,-79.38024401664734,Clothing Store
168,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kabul Express,4adf8077f964a5202d7b21e3,43.65669146835466,-79.37664313658586,Middle Eastern Restaurant
169,"Garden District, Ryerson",43.6571618,-79.37893709999999,Lake Devo,4d1cdda5d2a3a090cbd26772,43.6569936860937,-79.37689788366988,Lake
170,"Garden District, Ryerson",43.6571618,-79.37893709999999,Paramount Fine Foods,4c9cd4d37c096dcb9034c5d1,43.65502870847598,-79.38024513018975,Middle Eastern Restaurant
171,"Garden District, Ryerson",43.6571618,-79.37893709999999,Marshalls,511b918be4b00262d6b926b6,43.659308,-79.3824621,Department Store
172,"Garden District, Ryerson",43.6571618,-79.37893709999999,Citrus Restaurant & Lounge @ The Grand Hotel,4fdfc6c1e4b03326d77bd7c8,43.65627304573888,-79.37422062269164,Lounge
